words,5,1,4105328976,35,401505,-27383,41722,false,
words,5,1,6370951248,35,96712,-7620,43989,false,
words,5,2,9431657082,35,576247,-41556,43173,false,
words,5,3,1874029365,34,15610,-1102,45217,false,
words,5,4,5691784320,35,415210,-29744,44335,false,
words,5,5,8392760514,35,290559,-21687,43877,false,
words,5,6,4612780539,36,487764,-36044,44186,false,
words,5,7,8261384957,35,76986,-5592,43979,false,
words,5,8,2463075891,35,118632,-9887,45167,false,
words,5,9,9135874206,35,302676,-21987,43848,false,
words,5,10,7095231486,35,543461,-39582,43795,false,
words,5,11,9842301657,35,157179,-11278,41208,false,
words,5,12,2196735084,35,360911,-26681,43297,false,
words,5,13,9067852413,35,523969,-38197,43496,false,
words,5,14,2405681973,35,530157,-39254,44441,false,
words,5,15,2738495106,35,309930,-23903,44845,false,
words,5,16,1069782534,35,572026,-40023,42051,false,
words,5,17,3018795246,36,370817,-26933,42634,false,
words,5,18,1736058429,35,195017,-14066,42131,false,
words,5,19,6087432195,35,590527,-42777,43455,false,
words,5,20,4925731068,35,327187,-23933,41952,false,
words,5,21,3486027915,35,289487,-21081,42813,false,
words,5,22,6941372580,35,343702,-24626,42221,false,
words,5,23,1068243795,35,22869,-1939,43302,false,
words,5,24,1764028593,34,554077,-39189,42668,false,
words,5,25,3857069214,35,18847,-1755,43353,false,
words,5,26,9125784630,35,135890,-9250,41419,false,
words,5,27,7914823056,35,179415,-12787,42562,false,
words,5,28,1258360497,35,245163,-16806,41800,false,
words,5,29,7965023841,35,400449,-27617,40774,false,
words,7,1,4105328976,35,195331,-15416,45096,false,
words,7,1,6370951248,33,597089,-43851,44009,false,
words,7,2,9431657082,35,381584,-28262,43151,false,
words,7,3,1874029365,36,581100,-42647,44293,false,
words,7,4,5691784320,35,381328,-27650,43603,false,
words,7,5,8392760514,34,387163,-29836,45231,false,
words,7,6,4612780539,35,584368,-41762,42789,false,
words,7,7,8261384957,35,156936,-10938,43144,false,
words,7,8,2463075891,35,166291,-12106,43349,false,
words,7,9,9135874206,35,208394,-15926,43805,false,
words,7,10,7095231486,35,130855,-10149,43344,false,
words,7,11,9842301657,35,243592,-17596,42343,false,
words,7,12,2196735084,35,226992,-15981,42608,false,
words,7,13,9067852413,35,250022,-17454,42749,false,
words,7,14,2405681973,35,183849,-13365,42909,false,
words,7,15,2738495106,34,343824,-25550,43700,false,
words,7,16,1069782534,35,366630,-26287,42751,false,
words,7,17,3018795246,35,569953,-41720,43917,false,
words,7,18,1736058429,34,184808,-13324,43505,false,
words,7,19,6087432195,35,429889,-29789,42093,false,
words,7,20,4925731068,35,59121,-4594,44034,false,
words,7,21,3486027915,35,551616,-40302,43543,false,
words,7,22,6941372580,34,52680,-3860,44047,false,
words,7,23,1068243795,34,219947,-16737,44415,false,
words,7,24,1764028593,34,175371,-12024,44242,false,
words,7,25,3857069214,35,438304,-30316,42000,false,
words,7,26,9125784630,35,280044,-19367,42198,false,
words,7,27,7914823056,35,52499,-4072,42868,false,
words,7,28,1258360497,33,314876,-22180,42615,false,
words,7,29,7965023841,35,598105,-42701,42824,false,
words,9,1,4105328976,35,377733,-29067,45019,false,
words,9,1,6370951248,35,133641,-10884,45168,false,
words,9,2,9431657082,34,302825,-23675,46586,false,
words,9,3,1874029365,34,21478,-1717,44065,false,
words,9,4,5691784320,35,152422,-11975,45969,false,
words,9,5,8392760514,35,168298,-13137,44977,false,
words,9,6,4612780539,35,165872,-13416,46572,false,
words,9,7,8261384957,35,58663,-4904,45502,false,
words,9,8,2463075891,34,280788,-22152,46032,false,
words,9,9,9135874206,35,15050,-1301,44903,false,
words,9,10,7095231486,34,430422,-33283,46967,false,
words,9,11,9842301657,35,215730,-15818,44500,false,
words,9,12,2196735084,35,570194,-42312,44443,false,
words,9,13,9067852413,35,353415,-27356,46473,false,
words,9,14,2405681973,35,381889,-29978,46669,false,
words,9,15,2738495106,35,584200,-45262,46435,false,
words,9,16,1069782534,36,293720,-23051,46675,false,
words,9,17,3018795246,36,25502,-2349,46069,false,
words,9,18,1736058429,35,87450,-6605,47271,false,
words,9,19,6087432195,35,384524,-29886,46582,false,
words,9,20,4925731068,35,49494,-4345,48111,false,
words,9,21,3486027915,35,499026,-37501,45053,false,
words,9,22,6941372580,33,3310,-326,46899,false,
words,9,23,1068243795,35,564021,-43109,45832,false,
words,9,24,1764028593,35,443379,-35090,47429,false,
words,9,25,3857069214,35,395623,-30399,45768,false,
words,9,26,9125784630,35,409497,-32552,46868,false,
words,9,27,7914823056,35,552244,-43809,47746,false,
words,9,28,1258360497,35,578823,-44278,45753,false,
words,9,29,7965023841,35,397610,-31631,46814,false,
words,11,1,4105328976,35,223860,-18837,48774,false,
words,11,1,6370951248,35,495247,-40154,49029,false,
words,11,2,9431657082,35,412244,-35035,50714,false,
words,11,3,1874029365,34,488867,-40456,48942,false,
words,11,4,5691784320,34,575906,-46252,48143,false,
words,11,5,8392760514,34,210520,-17226,48886,false,
words,11,6,4612780539,35,540141,-44466,49492,false,
words,11,7,8261384957,35,285523,-23869,49235,false,
words,11,8,2463075891,34,482627,-39489,48565,false,
words,11,9,9135874206,35,465225,-39099,49594,false,
words,11,10,7095231486,35,146928,-12559,48971,false,
words,11,11,9842301657,35,416971,-33399,48916,false,
words,11,12,2196735084,35,270056,-21593,48881,false,
words,11,13,9067852413,36,419778,-35312,50487,false,
words,11,14,2405681973,35,248971,-19682,48097,false,
words,11,15,2738495106,35,182878,-15197,49057,false,
words,11,16,1069782534,35,419360,-34258,48666,false,
words,11,17,3018795246,35,589585,-47884,48712,false,
words,11,18,1736058429,34,269617,-22641,49937,false,
words,11,19,6087432195,35,289480,-22875,48068,false,
words,11,20,4925731068,35,517799,-42021,48733,false,
words,11,21,3486027915,35,50920,-4237,47898,false,
